Sports_tags,number,overlap_num,overlap_word
vs,8,272,"['cavs', 'clevelandcavaliersvsbostoncelticsfullgamehighlights', 'celticsvscavaliersfullgamehighlights', 'cavsvsceltics', 'clevelandcavaliersvsbostoncelticshighlights', 'clevelandvsboston', 'cavaliersvscelticsfullgamehighlights', 'raptorsvscavaliersfullgamehighlights', 'clevelandvstoronto', 'clevelandcavaliersvstorontoraptorshighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'cavaliersvsraptorsfullgamehighlights', 'goldenstatewarriorsvsneworleanspelicanshighlights', 'pelicansvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights', 'gswarriorsvspelicansfullgamehighlights', 'goldenstatevsneworleans', 'clevelandcavaliersvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvsspursfullgamehighlights', 'goldenstatewarriorsvssanantoniospurshighlights', 'goldenstatevssanantonio', 'goldenstatewarriorsvssanantoniospursfullgamehighlights', 'spursvsgswarriorsfullgamehighlights', 'goldenstatevsboston', 'celticsvswarriors', 'goldenstatewarriorsvsbostoncelticshighlights', 'gswarriorsvsceltics', 'clevelandcavaliersvsindianapacersfullgamehighlights', 'dodgersvsnationals', 'cavaliersvspacersfullgamehighlights', 'pacersvscavaliersfullgamehighlights', 'clevelandcavaliersvsindianapacershighlights', 'clevelandvsindiana', 'warriorsvscelticsfullgamehighlights', 'cavaliersvscelticsgame1', 'celticsvscavaliersgame1', 'shanghaivsjiangsu', 'warriorsvspelicansgame4', 'pelicansvswarriorsgame4', 'vi?tnamvsafghanistan', 'cavaliersvswarriors', 'warriorsvscavaliers', 'goldenstatewarriorsvsbostoncelticsfullgamehighlights', 'u23vi?tnamvsu23iraq', 'gswvsceltics', '스페인vs아르헨티나하이라이트', '스페인vs아르헨티나', 'cavaliersvshawksfullgamehighlights', 'clevelandvsatlanta', 'hawksvscavaliers', 'cavsvshawks', 'cavaliersvshawks', 'clevelandcavaliersvsatlantahawksfullgamehighlights', 'clevelandcavaliersvsatlantahawkshighlights', 'vs게임', 'vs놀이', 'germanyvsfrancefullmatch-highlights&goals', 'celticsvsbucksfullgamehighlights', 'bucksvscelticsfullgamehighlights', 'oklahomacityvsgoldenstate', 'gswarriorsvsokcthunderfullgamehighlights', 'oklahomacitythundervsgoldenstatewarriorshighlights', 'warriorsvsthunder', 'okcthundervsgswarriorsfullgamehighlights', 'thundervswarriors', 'oklahomacitythundervsgoldenstatewarriorsfullgamehighlights', 'warriorsvsspurs', 'spursvswarriors', 'nepalvszimbabwe', 'cavaliersvspacersgame2', 'pacersvscavaliersgame2', 'cavsvspacers', '토트넘vs본머스하이라이트', '손흥민vs본머스', '손흥민vs본머스볼터치', 'u23vi?tnamvsu23qatar', 'mavericksvsgswarriorsfullgamehighlights', 'warriorsvsmavericks', 'gswvscavs', 'warriorsvscavaliersfullgamehighlights', 'cavaliersvswarriorsfullgamehighlights', 'goldenstatevscleveland', 'goldenstatewarriorsvsdallasmavericksfullgamehighlights', 'gswarriorsvsmavericksfullgamehighlights', 'mavericksvswarriors', 'goldenstatewarriorsvsdallasmaverickshighlights', 'goldenstatevsdallas', 'clevelandcavaliersvsgoldenstatewarriorshighlights', 'cavaliersvsgswarriorsfullgamehighlights', 'gswarriorsvscavaliersfullgamehighlights', 'clevelandvsgoldenstate', 'durantvslebron', 'curryvslebron', 'goldenstatewarriorsvsclevelandcavaliers', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'valenciavsbarcelonahighlights', 'valenciavsbarcelonaallgoals', 'valenciavsbarcelona0-2', 'valenciavsbarcelona2018', 'valenciavsbarcelona', 'raptorsvscavsgame2', 'cavaliersvsraptorsgame1', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'cavaliersvsceltics', 'celticsvscavaliers', '이승우vsac밀란', 'celticsvsbucks', 'bostoncelticsvsmilwaukeebuckshighlights', 'celticsvscavaliersgame2', 'milwaukeevsboston', 'celticsvsbucksgame4', 'milwaukeebucksvsbostoncelticsfullgamehighlights', 'bucksvscelticsgame4', 'bostoncelticsvsmilwaukeebucksfullgamehighlights', 'cavaliersvscelticsgame2', 'raptorsvscavsgame4fullgamehighlights', '2019finalsgame3cavswarriorsfullhighlights', 'milwaukeebucksvsbostoncelticshighlights', 'pacersvscavaliersgame5', 'cavaliersvspacersgame5', 'bucksvsceltics', 'goldenstatewarriorsvshoustonrocketshighlights', 'warriorsvsrocketsgame1', 'rocketsvswarriorsgame1', 'rocketsvsgswarriorsfullgamehighlights', 'gswarriorsvsrocketsfullgamehighlights', 'bostonvsmilwaukee', 'goldenstatewarriorsvshoustonrocketsfullgamehighlights', 'goldenstatevshouston', 'spursvswarriorsgame5highlights', 'warriorsvsspursgame5', 'spursvswarriorsgame5', 'sixersvscelticsfullgamehighlights', 'bostoncelticsvsphiladelphiasixershighlights', 'sixersvscelticsgame3', 'celticsvssixersgame3', 'bostonvsphiladelphia', 'pelicansvswarriorsgame1', 'warriorsvspelicansgame1', 'bostoncelticsvsphiladelphiasixersfullgamehighlights', 'goldenstatevspelicans', 'celticsvssixersfullgamehighlights', 'game7houstonrocketsvsgoldenstate', 'warriorsvsrocketsgame7highlights', 'pacersvscavaliers', 'spursvsgswarriors', 'cavaliersvswarriorsgame1', 'warriorsvscavaliersgame1', 'cavsvswarriors', 'warriorsvspelicansgame2', 'pelicansvswarriorsgame2', 'warriorsvsnets', 'kingsvscavaliers', 'clevelandcavaliersvssacramentokingshighlights', 'goldenstatewarriorsvsnewyorkknickshighlights', 'gswarriorsvsknicks', 'goldenstatewarriorsvsnewyorkknicksfullgamehighlights', 'gswarriorsvsknicksfullgamehighlights', 'knicksvswarriors', 'cavaliersvskings', 'clevelandcavaliersvssacramentokingsfullgamehighlights', 'cavsvskings', 'cavaliersvskingsfullgamehighlights', 'goldenstatevsknicks', 'knicksvsgswarriorsfullgamehighlights', 'cavaliersvsmagicfullgamehighlights', 'clevelandcavaliersvsorlandomagicfullgamehighlights', 'magicvscavaliers', 'magicvscavaliersfullgamehighlights', 'cavaliersvsmagic', 'cavsvsmagic', 'clevelandvsorlando', 'clevelandcavaliersvsorlandomagichighlight', 'celticsvsgswarriorsfullgamehighlights', 'bostoncelticsvsgoldenstatewarriorsfullgamehighlights', 'gswarriorsvscelticsfullgamehighlights', 'kingsvscavaliersfullgamehighlights', 'clevelandvssacramento', 'cavsvsgsw', 'gswarriorsvsbulls', 'warriorsvsbullsfullgamehighlights', 'bullsvsgswarriors', 'goldenstatewarriorsvschicagobullshighlights', 'bullsvswarriorsfullgamehighlights', 'goldenstatevschicago', 'goldenstatewarriorsvschicagobullsfullgamehighlights', 'arsenalvschelsea', 'u23vietnamvsu23hanquoc', 'barcelonavsceltavigo', 'barcelonavsceltavigo4-0allgoals&highlights', 'celtavigovsbarcelona0-4highlights', 'celtavigovsbarcelonahighlights', 'hawksvscavaliersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixerslakersfullgamehighlights', '76ersvscavaliers', 'sixersvscavaliers', 'sixersvscavaliersfullgamehighlights', 'clevelandvsphiladelphia', 'cavaliersvssixers', 'cavaliersvssixersfullgamehighlights', 'clevelandcavaliersvsphiladelphiasixershighlights', '대한민국vs북한', 'cavaliersvsthunder', 'clevelandcavaliersvsoklahomacitythunderfullgamehighlights', 'thundervscavaliersfullgamehighlights', 'cavsvsthunder', 'cavaliersvsthunderfullgamehighlights', 'oklahomacitythundervsclevelandcavaliershighlights', 'clevelandvsoklahomacity', '동아시안컵대한민국vs북한', 'u23vietnamvsu23iraq', 'cavsvsraptors', 'liverpoolvssouthampton3-0', 'liverpoolvssouthampton', 'raptorsvscavaliers', 'cavaliersvsraptors', 'atleticomadridvsrealmadrid0-0', 'atleticomadridvsrealmadridallgoals', 'atleticovsreal0-0', 'atleticomadridvsrealmadrid2017', 'atleticomadridvsrealmadrid', 'atleticovsreal', 'atleticomadridvsrealmadridhighlights', 'cavaliersvsknicksfullgamehighlights', 'clevelandcavaliersvsnewyorkknickshighlights', 'cavsvsknicks', 'clevelandvsnewyork', 'clevelandcavaliersvsnewyorkknicksfullgamehighlights', 'gswarriorsvshawksfullgamehighlights', 'hawksvsgswarriorsfullgamehighlights', 'warriorsvshawks', 'goldenstatewarriorsvsatlantahawkshighlights', 'goldenstatewarriorsvsatlantahawksfullgamehighlights', 'goldenstatevsatlanta', 'hawksvswarriors', 'cavaliersvsknicks', 'cavaliersvshornetsfullgamehighlights', 'clevelandvscharlotte', 'cavaliersvshornets', 'cavsvshornets', 'clevelandcavaliersvscharlottehornetshighlights', 'clevelandcavaliersvscharlottehornetsfullgamehighlights', 'liverpoolvschelsea2017', 'liverpoolvschelsea1-1', 'liverpoolvschelsea', 'goldenstatewarriorsvsmiamiheatfullgamehighlights', 'heatvswarriors', 'warriorsvsheatfullgamehighlights', 'gswarriorsvsheat', 'goldenstatevsmiami', 'warriorsvsheat', 'goldenstatewarriorsvsmiamiheathighlights', 'chelseavsbarcelona', 'nuggetsvscavaliersfullgamehighlights', 'cavaliersvsnuggets', 'cavsvsnuggets', 'clevelandvsdenver', 'nuggetsvscavaliers', 'clevelandcavaliersvsdenvernuggetshighlights', 'clevelandcavaliersvsdenvernuggetsfullgamehighlights', 'cavaliersvsnuggetsfullgamehighlights', 'netsvsgswarriorsfullgamehighlights', 'goldenstatewarriorsvsbrooklynnetshighlights', 'goldenstatevsbrooklyn', 'goldenstatewarriorsvsbrooklynnetsfullgamehighlights', 'hoanganhgialaivsb.binhd??ng', 'realmadridvsatletico0-0', 'tr?cti?p|hoanganhgialaivsb.binhd??ng', 'gswarriorsvsnetsfullgamehighlights', 'netsvswarriors']"
해충갤,8,0,[]
한국축구,8,0,[]
đ?ituy?nvi?tnam,8,0,[]
김연아,8,4,"['평창올림픽김연아', '김연아평창', '윤성빈스켈레톤평창올림픽김연아손흥민아이언맨', '일본반응평창개막식개회식김연아yunakim드론오륜기안정환']"
해외축구갤러리,8,0,[]
u-23afc,8,0,[]
rogerfederer,8,0,[]
베트남이라크,8,0,[]
games,8,2,"['olympicgames', 'wintergames']"
afcasiancup,7,0,[]
touslesbutsetmomentsforts,7,0,[]
所有入球及精華評述,7,0,[]
allgoals&highlightscommentary,7,0,[]
allemaloghøydepunkterkommentar,7,0,[]
asianfootball,7,1,['asianfootballconfederation']
alletore&highlightsmitkommentar,7,0,[]
wsgworld,7,0,[]
afccup,7,1,['#afccup2017']
worldsportgroup,7,0,[]
기아타이거즈,7,0,[]
#acl2017,7,0,[]
goalsandhighlights,7,0,[]
kpop,7,0,[]
2002,7,1,['2002레전드']
리버풀,7,0,[]
스페인,7,7,"['스페인vs아르헨티나하이라이트', '스페인vs아르헨티나', '스페인아르헨티나', '아르헨티나스페인하이라이트', '아르헨티나스페인', '스페인아르헨티나하이라이트', '슛크로스페인팅']"
u23,7,25,"['u23vi?tnam', 'u23chaua2018', 'u23vietnam', 'đtu23vi?tnam', 'đ?ituy?nu23vi?tnam', 'u23vi?tnamvsu23iraq', 'u23iraq', 'u23vi?tnamvsu23qatar', 'u23qatar', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', 'afcu23', '#u23', '#u23qatar', '#u23vi?tnam', 'u23chaua', 'u23hanquoc', 'u23vietnamvsu23hanquoc', 'u23uzbekistan', 'bank?tu23chaua', 'toanc?nhchi?nth?ngl?chs?c?au23vi?tnam', 'u23vi?tnamvaobank?tu23chaua', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq']"
tu?nanh,7,0,[]
soccerchannel,7,0,[]
금메달,7,1,['컬링금메달']
asianfootballconfederation,7,0,[]
스켈레톤,7,1,['윤성빈스켈레톤평창올림픽김연아손흥민아이언맨']
afcchampionsleague,7,0,[]
#afccup2017,7,0,[]
영국,7,0,[]
기아,7,3,"['기아타이거즈', '기아편파', '기아팬페스트']"
엠스플,7,4,"['엠스플야구중심', '야구중심엠스플', '엠스플in캠프', '엠스플뉴스']"
afcchallengecup,7,0,[]
tuttiigoleglihighlightscommentati,7,0,[]
프로농구,7,0,[]
모든골하이라이트해설,7,0,[]
이용규,7,8,"['이용규논란', '이용규이원석', '이용규항의', '이용규아웃', '한화이용규', '이용규심판판정', '이용규퇴장', '이용규삼진']"
liverpool,7,6,"['liverpoolvssouthampton3-0', 'liverpoolvssouthampton', 'liverpoolvschelsea2017', 'liverpoolvschelsea1-1', 'liverpoolvschelsea', 'liverpoolchelsea']"
?????,7,24,"['??????', '????????????????????????????????', '????????????', '???????', '????????????????????', '?????????', '??????????', '????????', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '????????2018', '??????????32', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??-??????', '??????2017', '??????hd', '??????2017??????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
2018평창동계올림픽,7,0,[]
barcelona,7,12,"['valenciavsbarcelonahighlights', 'valenciavsbarcelonaallgoals', 'valenciavsbarcelona0-2', 'barcelonahighlights', 'valenciavsbarcelona2018', 'valenciavsbarcelona', 'barcelonavsceltavigo', 'barcelona4celtavigo0', 'barcelonavsceltavigo4-0allgoals&highlights', 'celtavigovsbarcelona0-4highlights', 'celtavigovsbarcelonahighlights', 'chelseavsbarcelona']"
웨스트햄,7,0,[]
풋인포,7,0,[]
인종차별,7,0,[]
네이마르,7,4,"['네이마르스폐셜', '네이마르음바페', '네이마르카바니', '네이마르페널티킥']"
트와이스,7,3,"['트와이스미사모쯔', '트와이스한국어', '한글날트와이스']"
케인,7,2,"['헤리케인손흥민', '헤리케인델리알리']"
웃긴영상,7,0,[]
??????,7,23,"['????????????????????????????????', '????????????', '???????', '????????????????????', '?????????', '??????????', '????????', '????????????????', '???????????????', '??????????????', '???????????', '????????????????46', '????????2018', '??????????32', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??-??????', '??????2017', '??????hd', '??????2017??????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
인면조,7,3,"['평창인면조', '개막식인면조', '평창올림픽인면조']"
winter,7,4,"['olympicwintersport', 'wintersport', 'winterolympicsport', 'wintergames']"
프리킥,7,1,['호날두프리킥']
슛,7,6,"['슛포러브', '슛팅', '슛크로스페인팅', '슛크로스', '손흥민슛', '손흥민중거리슛']"
신명호,7,0,[]
허재,7,1,['허재혁']
yunakim,7,1,['일본반응평창개막식개회식김연아yunakim드론오륜기안정환']
u23chaua2018,7,0,[]
全ゴ?ル&?況ハイライト,7,0,[]
????????????????????????????????,7,1,['????????????????????????????????????????2-2-???????????????-?????????????']
todoslosgolesyresumencompleto,7,0,[]
손흥민골,6,0,[]
컴퓨터그래픽,6,0,[]
오륜기,6,1,['일본반응평창개막식개회식김연아yunakim드론오륜기안정환']
이승엽,6,0,[]
cg,6,6,"['zlatanibrahimovicgoals', 'danhsachđ?ituy?nqu?cgia', 'chungk?tcupqu?cgia', 'cupqu?cgia', 'chungk?tcupqu?cgias?thienthanh2017', 'olympicgames']"
bbc,6,0,[]
중국반응,6,0,[]
clevelandcavaliersvsbostoncelticsfullgamehighlights,6,0,[]
쌀국수,6,0,[]
라리가,6,1,['프리메라리가']
celticsvscavaliersfullgamehighlights,6,0,[]
u23vietnam,6,3,"['u23vietnamvsu23hanquoc', 'u23vietnamlamnenl?chs?', 'u23vietnamvsu23iraq']"
드론,6,1,['일본반응평창개막식개회식김연아yunakim드론오륜기안정환']
반다비,6,0,[]
베트남축구결승,6,0,[]
이상화,6,0,[]
eaffe-1,6,1,['eaffe-1サッカ?選手?']
목장훈,6,0,[]
군기,6,0,[]
김승현,6,0,[]
선배,6,2,"['안경선배', '여자컬링안경선배']"
cavsvsceltics,6,0,[]
베트남준결승,6,0,[]
정현테니스,6,1,['정현테니스중계']
정현페더러,6,0,[]
이동국,6,0,[]
농구,6,1,['프로농구']
정현4강,6,1,['정현4강진출']
federer,6,1,['rogerfederer']
tennis,6,0,[]
박항서베트남,6,1,['박항서베트남축구']
dalmoon,6,0,[]
박항서감독,6,0,[]
clevelandcavaliersvsbostoncelticshighlights,6,0,[]
조성환,6,0,[]
2018평창,6,2,"['2018평창동계올림픽', '2018평창올림픽']"
emilysweeney,6,1,['emilysweeneyinjury']
에밀리,6,2,"['에밀리스위니', '에밀리스위니부상']"
루지사고,6,1,['평창루지사고']
평창올림픽루지,6,0,[]
luge,6,0,[]
에밀리스위니,6,1,['에밀리스위니부상']
문재앙,6,0,[]
평창올림픽사고,6,0,[]
에밀리스위니부상,6,0,[]
스위니,6,2,"['에밀리스위니', '에밀리스위니부상']"
루지부상,6,1,['여자루지부상']
아디다스,6,0,[]
official,6,0,[]
박승희,6,0,[]
인터뷰논란,6,1,['김보름인터뷰논란']
김보름인터뷰,6,1,['김보름인터뷰논란']
독일,6,0,[]
프랑스,6,0,[]
조제알통,6,1,['더블비조제알통']
헬스,6,0,[]
재밌는영상,6,0,[]
lagalaxy,6,2,"['zlatanlagalaxy', 'lagalaxyzlatanibrahimovic']"
맨유,6,4,"['즐라탄맨유', '맨유튜브', '맨유호날두', '무리뉴맨유']"
slna,6,0,[]
han?i,6,7,"['sanm?đinhhan?ikho?ng', 'han?ikho?ng45tri?ung??i', 'han?ikho?ng45', 'm?đinhhan?ikho?ng45tri?ung??i', 'm?đinhhan?ikho?ng', 'sanm?đinhhan?ikho?ng45', 'han?ifc']"
indonesia,6,0,[]
emilysweeneyinjury,6,0,[]
아이언맨,6,2,"['윤성빈스켈레톤평창올림픽김연아손흥민아이언맨', '평창아이언맨']"
평창루지사고,6,0,[]
goals,6,8,"['allgoals&highlightscommentary', 'goalsandhighlights', 'zlatanibrahimovicgoals', 'germanyvsfrancefullmatch-highlights&goals', 'valenciavsbarcelonaallgoals', 'barcelonavsceltavigo4-0allgoals&highlights', 'allgoals', 'atleticomadridvsrealmadridallgoals']"
ramos,6,1,['sergioramos']
라모스,6,0,[]
costa,6,0,[]
평창부상,6,0,[]
clevelandvsboston,6,0,[]
cavaliersvscelticsfullgamehighlights,6,0,[]
평창해외반응,6,0,[]
평창중계,6,0,[]
여자루지부상,6,0,[]
평창사고,6,0,[]
코스타,6,0,[]
평창일본반응,6,0,[]
이피엘,5,0,[]
볼터치,5,4,"['이승우볼터치', '손흥민볼터치', '손흥민본머스볼터치', '손흥민vs본머스볼터치']"
????????????,5,11,"['????????????????????????????????', '????????????????????', '????????????????', '???????????????', '??????????????', '????????????????46', '???????????????????', '?????????????????', '????????????????????????????????????????2-2-???????????????-?????????????', '??????????????????', '????????????????????????????1-1-??????????????-???????????????-???????????']"
toyotavleague2017,5,0,[]
오승환,5,13,"['오승환세이브', '오승환첫세이브', '오승환토론토', '오승환슬라이더', '오승환경기', '오승환등판', '오승환마무리', '오승환하이라이트', '오승환피칭', '오승환투구', '오승환양키스', '오승환투구폼', '오승환돌직구']"
ryunivia,5,0,[]
유튜브,5,1,['맨유튜브']
류니비아,5,0,[]
다리살빼는운동,5,0,[]
ronaldo,5,1,['cristianoronaldo']
v-league2017,5,0,[]
동아시안컵,5,3,"['동아시안컵축구한국-중국', '한국일본동아시안컵', '동아시안컵대한민국vs북한']"
vođ?ch,5,3,"['vi?tnamvođ?ch', 'qu?ngnamvođ?ch', 'vođ?chvleague']"
vffchannel,5,0,[]
도쿄대첩,5,0,[]
쯔엉,5,0,[]
raptors,5,13,"['raptorsvscavaliersfullgamehighlights', 'clevelandcavaliersvstorontoraptorshighlights', 'torontoraptors', 'clevelandcavaliersvstorontoraptorsfullgamehighlights', 'cavaliersvsraptorsfullgamehighlights', 'raptorsvscavsgame2', 'cavaliersvsraptorsgame1', 'raptorsvscavaliersgame2', 'cavaliersvsraptorsgame2', 'raptorsvscavsgame4fullgamehighlights', 'cavsvsraptors', 'raptorsvscavaliers', 'cavaliersvsraptors']"
승마살,5,0,[]
hang-seopark,5,0,[]
raptorsvscavaliersfullgamehighlights,5,0,[]
clevelandvstoronto,5,0,[]
clevelandcavaliersvstorontoraptorshighlights,5,0,[]
torontoraptors,5,2,"['clevelandcavaliersvstorontoraptorshighlights', 'clevelandcavaliersvstorontoraptorsfullgamehighlights']"
clevelandcavaliersvstorontoraptorsfullgamehighlights,5,0,[]
đtu23vi?tnam,5,0,[]
cavaliersvsraptorsfullgamehighlights,5,0,[]
다리운동,5,0,[]
허벅지살빼는최고의운동,5,0,[]
여자하체운동,5,0,[]
허벅지살,5,1,['허벅지살빼는최고의운동']
다리살,5,1,['다리살빼는운동']
옆벅지,5,0,[]
정현인터뷰번역,5,0,[]
정현인터뷰해석,5,0,[]
정현인터뷰,5,2,"['정현인터뷰번역', '정현인터뷰해석']"
다리얇아지는운동,5,0,[]
누워서하는운동,5,0,[]
쌀컴,5,0,[]
한국일본,5,5,"['아시안컵한국일본', '한국일본동아시안컵', '한국일본하이라이트', '한국일본4-1', '한국일본야구']"
타이거즈,5,2,"['기아타이거즈', 'kia타이거즈']"
류현진피홈런,5,0,[]
더블비조제알통,5,0,[]
웃음,5,1,['웃음참기']
웃기는영상,5,0,[]
sns영상,5,0,[]
몰카,5,0,[]
보충제,5,0,[]
페이스북영상,5,0,[]
속이기,5,0,[]
웃음참기,5,0,[]
더블비,5,1,['더블비조제알통']
뉴스아이,5,0,[]
knn,5,1,['홍준표knn']
홍준표knn,5,0,[]
홍준표,5,1,['홍준표knn']
16강,5,0,[]
웃긴,5,2,"['웃긴영상', '야구웃긴장면']"
재미,5,1,['재미있는영상']
게임,5,4,"['야구게임', 'vs게임', '발란스게임', '#게임']"
앰베서더,5,0,[]
앰버서더,5,0,[]
평가전,5,0,[]
리중딱,5,0,[]
일상,5,0,[]
몰래카메라,5,0,[]
vtv6,5,1,['tr?cti?pvtv6']
재미있는영상,5,0,[]
quangh?i,5,1,['nguy?nquangh?i']
류현진하이라이트,5,0,[]
đ?ituy?nu23vi?tnam,5,0,[]
iraq,5,6,"['u23vi?tnamvsu23iraq', 'u23iraq', 'fulltr?nu23vi?tnamvsu23iraq', 'tr?cti?pu23vi?tnamvsu23iraq', 'u23vi?tnam-u23iraq', 'u23vietnamvsu23iraq']"
현지,5,2,"['박항서현지반응', '현지반응']"
실황,5,0,[]
무회전,5,0,[]
jk아트사커,5,0,[]
goldenstatewarriorsvsneworleanspelicanshighlights,5,0,[]
pelicansvsgswarriorsfullgamehighlights,5,0,[]
goldenstatewarriorsvsneworleanspelicansfullgamehighlights,5,0,[]
neworleanspelicans,5,2,"['goldenstatewarriorsvsneworleanspelicanshighlights', 'goldenstatewarriorsvsneworleanspelicansfullgamehighlights']"
gswarriorsvspelicansfullgamehighlights,5,0,[]
베트남일본,5,0,[]
프리미어리그,5,1,['#프리미어리그']
백지훈,5,0,[]
슛팅,5,0,[]
프로야구실수,5,0,[]
강승호,5,0,[]
장민재,5,0,[]
fun,5,1,['funny']
베트남4강,5,0,[]
근본투어,5,0,[]
조윤경,5,0,[]
치어리더,5,3,"['야구장치어리더', '치어리더직캠', '치어리더영상']"
김영미,5,0,[]
알럽베,5,0,[]
야구장치어리더,5,0,[]
서현숙,5,0,[]
박기량,5,1,['박기량직캠']
미스앤나이스,5,0,[]
배구,5,0,[]
nuticafe,5,1,['nuticafevleague2018']
김태균,5,0,[]
치어리더직캠,5,0,[]
야구영상,5,0,[]
